State,County,Name,Year,Total,Native,Foreign-born,Percent Foreign-born
Florida,Brevard County,"Brevard County, Florida",2012,547307.0,498215.0,49092.0,8.969737277250244
Florida,Broward County,"Broward County, Florida",2012,1815137.0,1240666.0,574471.0,31.64890584016523
Florida,Charlotte County,"Charlotte County, Florida",2012,162449.0,147146.0,15303.0,9.420187258770445
Florida,Citrus County,"Citrus County, Florida",2012,139360.0,132366.0,6994.0,5.01865671641791
Florida,Clay County,"Clay County, Florida",2012,194345.0,183827.0,10518.0,5.412025007075047
Florida,Collier County,"Collier County, Florida",2012,332427.0,255085.0,77342.0,23.265859872994675
Florida,Columbia County,"Columbia County, Florida",2012,67966.0,65915.0,2051.0,3.017685313244858
Florida,Duval County,"Duval County, Florida",2012,879602.0,797813.0,81789.0,9.298409962687671
Florida,Escambia County,"Escambia County, Florida",2012,302715.0,289168.0,13547.0,4.4751664106502815
Florida,Flagler County,"Flagler County, Florida",2012,98359.0,83937.0,14422.0,14.662613487327036
Florida,Hernando County,"Hernando County, Florida",2012,173422.0,161657.0,11765.0,6.7840297078802
Florida,Highlands County,"Highlands County, Florida",2012,98128.0,87286.0,10842.0,11.048834175770422
Florida,Hillsborough County,"Hillsborough County, Florida",2012,1277746.0,1072991.0,204755.0,16.024702875219333
Florida,Indian River County,"Indian River County, Florida",2012,140567.0,125953.0,14614.0,10.396465742315053
Florida,Lake County,"Lake County, Florida",2012,303186.0,277024.0,26162.0,8.629026406232478
Florida,Lee County,"Lee County, Florida",2012,645293.0,550929.0,94364.0,14.623434625821139
Florida,Leon County,"Leon County, Florida",2012,283769.0,263391.0,20378.0,7.181193153586192
Florida,Manatee County,"Manatee County, Florida",2012,333895.0,294040.0,39855.0,11.936387187588911
Florida,Marion County,"Marion County, Florida",2012,335125.0,308342.0,26783.0,7.991943304737038
Florida,Martin County,"Martin County, Florida",2012,148817.0,133499.0,15318.0,10.293178870693536
Florida,Miami-Dade County,"Miami-Dade County, Florida",2012,2591035.0,1270007.0,1321028.0,50.98456794292628
Florida,Monroe County,"Monroe County, Florida",2012,74809.0,61392.0,13417.0,17.935007819914716
Florida,Nassau County,"Nassau County, Florida",2012,74629.0,72281.0,2348.0,3.14623001782149
Florida,Okaloosa County,"Okaloosa County, Florida",2012,190083.0,177961.0,12122.0,6.377214164338736
Florida,Orange County,"Orange County, Florida",2012,1202234.0,974077.0,228157.0,18.977753083010462
Florida,Osceola County,"Osceola County, Florida",2012,287416.0,232738.0,54678.0,19.023993097113593
Florida,Palm Beach County,"Palm Beach County, Florida",2012,1356545.0,1051946.0,304599.0,22.454028432525273
Florida,Pasco County,"Pasco County, Florida",2012,470391.0,425807.0,44584.0,9.478072497135361
Florida,Pinellas County,"Pinellas County, Florida",2012,921319.0,812228.0,109091.0,11.840741371880966
Florida,Polk County,"Polk County, Florida",2012,616158.0,554515.0,61643.0,10.004414452137276
Florida,Putnam County,"Putnam County, Florida",2012,73263.0,69067.0,4196.0,5.727311193917803
Florida,Santa Rosa County,"Santa Rosa County, Florida",2012,158512.0,152243.0,6269.0,3.954905622287272
Florida,Sarasota County,"Sarasota County, Florida",2012,386147.0,339189.0,46958.0,12.160653844261383
Florida,Seminole County,"Seminole County, Florida",2012,430838.0,379049.0,51789.0,12.020527437226985
Florida,St. Johns County,"St. Johns County, Florida",2012,202188.0,188978.0,13210.0,6.533523255583912
Florida,St. Lucie County,"St. Lucie County, Florida",2012,283866.0,238343.0,45523.0,16.036792007496494
Florida,Sumter County,"Sumter County, Florida",2012,101620.0,96235.0,5385.0,5.299153709899626
Florida,Volusia County,"Volusia County, Florida",2012,496950.0,461168.0,35782.0,7.20032196398028
Georgia,Barrow County,"Barrow County, Georgia",2012,70169.0,65320.0,4849.0,6.910459034616426
Georgia,Bartow County,"Bartow County, Georgia",2012,100661.0,96722.0,3939.0,3.913134183050039
Georgia,Bibb County,"Bibb County, Georgia",2012,156462.0,150822.0,5640.0,3.6047091306515324
Georgia,Bulloch County,"Bulloch County, Georgia",2012,72694.0,69513.0,3181.0,4.375876963710898
Georgia,Carroll County,"Carroll County, Georgia",2012,111580.0,107751.0,3829.0,3.431618569636136
Georgia,Catoosa County,"Catoosa County, Georgia",2012,65046.0,63588.0,1458.0,2.2414906373950743
Georgia,Chatham County,"Chatham County, Georgia",2012,276434.0,260767.0,15667.0,5.6675372783376865
Georgia,Cherokee County,"Cherokee County, Georgia",2012,221315.0,198785.0,22530.0,10.180060095339222
Georgia,Clarke County,"Clarke County, Georgia",2012,120266.0,109083.0,11183.0,9.298554870038082
Georgia,Clayton County,"Clayton County, Georgia",2012,265888.0,226191.0,39697.0,14.929970513900589
Georgia,Cobb County,"Cobb County, Georgia",2012,707442.0,600012.0,107430.0,15.185697202032111
Georgia,Columbia County,"Columbia County, Georgia",2012,131627.0,121436.0,10191.0,7.742332500170937
Georgia,Coweta County,"Coweta County, Georgia",2012,130929.0,123912.0,7017.0,5.35939325894187
Georgia,DeKalb County,"DeKalb County, Georgia",2012,707089.0,593707.0,113382.0,16.035039436336866
Georgia,Dougherty County,"Dougherty County, Georgia",2012,94501.0,92554.0,1947.0,2.0602956582470027
Georgia,Douglas County,"Douglas County, Georgia",2012,133971.0,123137.0,10834.0,8.086824760582514
Georgia,Fayette County,"Fayette County, Georgia",2012,107524.0,99332.0,8192.0,7.618764182880102
Georgia,Floyd County,"Floyd County, Georgia",2012,96177.0,89754.0,6423.0,6.678311862503509
Georgia,Forsyth County,"Forsyth County, Georgia",2012,187928.0,163445.0,24483.0,13.027861734281215
Georgia,Fulton County,"Fulton County, Georgia",2012,977773.0,851577.0,126196.0,12.906472156625313
Georgia,Glynn County,"Glynn County, Georgia",2012,81022.0,76643.0,4379.0,5.404704894966799
Georgia,Gwinnett County,"Gwinnett County, Georgia",2012,842046.0,638771.0,203275.0,24.140605145087086
Georgia,Hall County,"Hall County, Georgia",2012,185416.0,155624.0,29792.0,16.0676532769556
Georgia,Henry County,"Henry County, Georgia",2012,209053.0,195424.0,13629.0,6.519399386758382
Georgia,Houston County,"Houston County, Georgia",2012,146136.0,138230.0,7906.0,5.410029014069086
Georgia,Liberty County,"Liberty County, Georgia",2012,65471.0,61952.0,3519.0,5.374898810160224
Georgia,Lowndes County,"Lowndes County, Georgia",2012,114552.0,109836.0,4716.0,4.116907605279698
Georgia,Muscogee County,"Muscogee County, Georgia",2012,198413.0,189461.0,8952.0,4.511801142062264
Georgia,Newton County,"Newton County, Georgia",2012,101505.0,94825.0,6680.0,6.580956603122999
Georgia,Paulding County,"Paulding County, Georgia",2012,144800.0,138234.0,6566.0,4.5345303867403315
Georgia,Richmond County,"Richmond County, Georgia",2012,202587.0,196792.0,5795.0,2.860499439746874
Georgia,Rockdale County,"Rockdale County, Georgia",2012,85820.0,77798.0,8022.0,9.34747145187602
Georgia,Troup County,"Troup County, Georgia",2012,68468.0,66027.0,2441.0,3.5651691301045743
Georgia,Walker County,"Walker County, Georgia",2012,68094.0,67312.0,782.0,1.1484124886186742
Georgia,Walton County,"Walton County, Georgia",2012,84575.0,82035.0,2540.0,3.003251551877032
Georgia,Whitfield County,"Whitfield County, Georgia",2012,103359.0,86015.0,17344.0,16.78034810708308
Hawaii,Hawaii County,"Hawaii County, Hawaii",2012,189191.0,166529.0,22662.0,11.97837106416267
Hawaii,Honolulu County,"Honolulu County, Hawaii",2012,976372.0,786149.0,190223.0,19.48263571671453
Hawaii,Kauai County,"Kauai County, Hawaii",2012,68434.0,58001.0,10433.0,15.245345880702574
Hawaii,Maui County,"Maui County, Hawaii",2012,158226.0,129700.0,28526.0,18.02864257454527
Idaho,Ada County,"Ada County, Idaho",2012,409061.0,382554.0,26507.0,6.479962646157908
Idaho,Bannock County,"Bannock County, Idaho",2012,83800.0,80929.0,2871.0,3.426014319809069
Idaho,Bonneville County,"Bonneville County, Idaho",2012,106684.0,100935.0,5749.0,5.388811818079562
Idaho,Canyon County,"Canyon County, Idaho",2012,193888.0,179084.0,14804.0,7.635335864003961
Idaho,Kootenai County,"Kootenai County, Idaho",2012,142357.0,139458.0,2899.0,2.036429539818906
Idaho,Twin Falls County,"Twin Falls County, Idaho",2012,78595.0,72443.0,6152.0,7.827469940835931
Illinois,Adams County,"Adams County, Illinois",2012,67197.0,66447.0,750.0,1.116121255413188
Illinois,Champaign County,"Champaign County, Illinois",2012,203276.0,180723.0,22553.0,11.094767704992227
Illinois,Cook County,"Cook County, Illinois",2012,5231351.0,4123019.0,1108332.0,21.18634364239754
Illinois,DeKalb County,"DeKalb County, Illinois",2012,104704.0,97424.0,7280.0,6.952933985330073
Illinois,DuPage County,"DuPage County, Illinois",2012,927987.0,749296.0,178691.0,19.25576543636926
Illinois,Kane County,"Kane County, Illinois",2012,522487.0,427866.0,94621.0,18.109732873736572
Illinois,Kankakee County,"Kankakee County, Illinois",2012,113040.0,106772.0,6268.0,5.544939844302902
Illinois,Kendall County,"Kendall County, Illinois",2012,118105.0,107771.0,10334.0,8.749841242961772
Illinois,LaSalle County,"LaSalle County, Illinois",2012,112973.0,108950.0,4023.0,3.5610278562134314
Illinois,Lake County,"Lake County, Illinois",2012,702120.0,574559.0,127561.0,18.16797698399134
Illinois,Macon County,"Macon County, Illinois",2012,110122.0,107242.0,2880.0,2.615281233540982
Illinois,Madison County,"Madison County, Illinois",2012,267883.0,262769.0,5114.0,1.9090423804422079
Illinois,McHenry County,"McHenry County, Illinois",2012,308145.0,280228.0,27917.0,9.059695922374207
Illinois,McLean County,"McLean County, Illinois",2012,172281.0,161787.0,10494.0,6.091211451059606
Illinois,Peoria County,"Peoria County, Illinois",2012,187254.0,177477.0,9777.0,5.221250280367842
Illinois,Rock Island County,"Rock Island County, Illinois",2012,147457.0,135756.0,11701.0,7.935194666919848
Illinois,Sangamon County,"Sangamon County, Illinois",2012,199271.0,192893.0,6378.0,3.200666429134194
Illinois,St. Clair County,"St. Clair County, Illinois",2012,268858.0,262451.0,6407.0,2.383042349493041
Illinois,Tazewell County,"Tazewell County, Illinois",2012,135949.0,134011.0,1938.0,1.4255345754657998
Illinois,Vermilion County,"Vermilion County, Illinois",2012,80727.0,79290.0,1437.0,1.7800735813296669
Illinois,Will County,"Will County, Illinois",2012,682518.0,605036.0,77482.0,11.352374589388118
Illinois,Williamson County,"Williamson County, Illinois",2012,66674.0,64844.0,1830.0,2.7446980832108467
Illinois,Winnebago County,"Winnebago County, Illinois",2012,292069.0,270769.0,21300.0,7.292797249964905
Indiana,Allen County,"Allen County, Indiana",2012,360412.0,337412.0,23000.0,6.3815855187951565
Indiana,Bartholomew County,"Bartholomew County, Indiana",2012,79129.0,72334.0,6795.0,8.587243614856753
Indiana,Clark County,"Clark County, Indiana",2012,111951.0,107393.0,4558.0,4.0714241051888775
Indiana,Delaware County,"Delaware County, Indiana",2012,117364.0,115227.0,2137.0,1.820830919191575
Indiana,Elkhart County,"Elkhart County, Indiana",2012,199619.0,183060.0,16559.0,8.295302551360342
Indiana,Floyd County,"Floyd County, Indiana",2012,75283.0,73054.0,2229.0,2.9608278097312803
Indiana,Grant County,"Grant County, Indiana",2012,69330.0,68106.0,1224.0,1.7654694937256596
Indiana,Hamilton County,"Hamilton County, Indiana",2012,289495.0,269319.0,20176.0,6.969377709459576
Indiana,Hancock County,"Hancock County, Indiana",2012,70933.0,69587.0,1346.0,1.897565308107651
Indiana,Hendricks County,"Hendricks County, Indiana",2012,150434.0,144462.0,5972.0,3.9698472419798714
Indiana,Howard County,"Howard County, Indiana",2012,82849.0,80813.0,2036.0,2.4574828905599344
Indiana,Johnson County,"Johnson County, Indiana",2012,143191.0,138761.0,4430.0,3.0937698598375594
Indiana,Kosciusko County,"Kosciusko County, Indiana",2012,77609.0,73722.0,3887.0,5.008439742813334
Indiana,LaPorte County,"LaPorte County, Indiana",2012,111246.0,108208.0,3038.0,2.730884705966956
Indiana,Lake County,"Lake County, Indiana",2012,493618.0,461013.0,32605.0,6.60531017912637
Indiana,Madison County,"Madison County, Indiana",2012,130348.0,128254.0,2094.0,1.6064688372663944
Indiana,Marion County,"Marion County, Indiana",2012,918977.0,847616.0,71361.0,7.765265071922365
Indiana,Monroe County,"Monroe County, Indiana",2012,141019.0,129559.0,11460.0,8.126564505492167
Indiana,Morgan County,"Morgan County, Indiana",2012,69356.0,68222.0,1134.0,1.6350423899878885
Indiana,Porter County,"Porter County, Indiana",2012,165682.0,158125.0,7557.0,4.561147258000266
Indiana,St. Joseph County,"St. Joseph County, Indiana",2012,266344.0,250064.0,16280.0,6.1123959991589825
Indiana,Tippecanoe County,"Tippecanoe County, Indiana",2012,177513.0,159083.0,18430.0,10.382338194949101
Indiana,Vanderburgh County,"Vanderburgh County, Indiana",2012,180858.0,177145.0,3713.0,2.052991849959637
Indiana,Vigo County,"Vigo County, Indiana",2012,108428.0,104810.0,3618.0,3.3367764784004135
Indiana,Wayne County,"Wayne County, Indiana",2012,68346.0,66841.0,1505.0,2.2020308430632367
Iowa,Black Hawk County,"Black Hawk County, Iowa",2012,131820.0,125715.0,6105.0,4.631315430131998
Iowa,Dallas County,"Dallas County, Iowa",2012,71967.0,67588.0,4379.0,6.0847332805313545
Iowa,Dubuque County,"Dubuque County, Iowa",2012,95097.0,92846.0,2251.0,2.367056794641261
Iowa,Johnson County,"Johnson County, Iowa",2012,136317.0,122040.0,14277.0,10.47338189660864
Iowa,Linn County,"Linn County, Iowa",2012,215295.0,208797.0,6498.0,3.0181843517034768
Iowa,Polk County,"Polk County, Iowa",2012,443710.0,407848.0,35862.0,8.082306010682654
Iowa,Pottawattamie County,"Pottawattamie County, Iowa",2012,92913.0,89573.0,3340.0,3.5947606901079503
Iowa,Scott County,"Scott County, Iowa",2012,168799.0,162820.0,5979.0,3.542082595276038
Iowa,Story County,"Story County, Iowa",2012,91140.0,82840.0,8300.0,9.106868553873163
Iowa,Woodbury County,"Woodbury County, Iowa",2012,102323.0,94135.0,8188.0,8.002110962344732
Kansas,Butler County,"Butler County, Kansas",2012,65827.0,64104.0,1723.0,2.617466996825011
Kansas,Douglas County,"Douglas County, Kansas",2012,112864.0,104530.0,8334.0,7.384108307343351
Kansas,Johnson County,"Johnson County, Kansas",2012,559913.0,516071.0,43842.0,7.830145040390203
Kansas,Leavenworth County,"Leavenworth County, Kansas",2012,77739.0,75212.0,2527.0,3.2506206665894855
Kansas,Riley County,"Riley County, Kansas",2012,75508.0,69989.0,5519.0,7.309159294379404
Kansas,Sedgwick County,"Sedgwick County, Kansas",2012,503889.0,462300.0,41589.0,8.253603472193282
Kansas,Shawnee County,"Shawnee County, Kansas",2012,178991.0,171312.0,7679.0,4.290159840438905
Kansas,Wyandotte County,"Wyandotte County, Kansas",2012,159129.0,137140.0,21989.0,13.81834863538387
Kentucky,Boone County,"Boone County, Kentucky",2012,123316.0,119581.0,3735.0,3.028804048136495
Kentucky,Bullitt County,"Bullitt County, Kentucky",2012,75896.0,75527.0,369.0,0.4861916306524718
Kentucky,Campbell County,"Campbell County, Kentucky",2012,90908.0,88672.0,2236.0,2.4596295155541865
Kentucky,Christian County,"Christian County, Kentucky",2012,75427.0,72821.0,2606.0,3.4549962215121903
Kentucky,Daviess County,"Daviess County, Kentucky",2012,97847.0,95755.0,2092.0,2.1380318251964803
Kentucky,Fayette County,"Fayette County, Kentucky",2012,305489.0,279628.0,25861.0,8.465443927604595
Kentucky,Hardin County,"Hardin County, Kentucky",2012,107025.0,101554.0,5471.0,5.111889745386592
Kentucky,Jefferson County,"Jefferson County, Kentucky",2012,750828.0,699846.0,50982.0,6.790103725487063
Kentucky,Kenton County,"Kenton County, Kentucky",2012,161711.0,158653.0,3058.0,1.8910278212366505
Kentucky,Madison County,"Madison County, Kentucky",2012,84786.0,83885.0,901.0,1.0626754417002808
Kentucky,McCracken County,"McCracken County, Kentucky",2012,65549.0,64106.0,1443.0,2.2014065813360997
Kentucky,Pike County,"Pike County, Kentucky",2012,64178.0,63741.0,437.0,0.6809186948798653
Kentucky,Warren County,"Warren County, Kentucky",2012,117110.0,108571.0,8539.0,7.291435402612928
Louisiana,Ascension Parish,"Ascension Parish, Louisiana",2012,112286.0,109832.0,2454.0,2.1854906221612667
Louisiana,Bossier Parish,"Bossier Parish, Louisiana",2012,122197.0,115391.0,6806.0,5.569694837025459
Louisiana,Caddo Parish,"Caddo Parish, Louisiana",2012,257093.0,250339.0,6754.0,2.627064914252819
Louisiana,Calcasieu Parish,"Calcasieu Parish, Louisiana",2012,194493.0,190450.0,4043.0,2.0787380522692334
Louisiana,East Baton Rouge Parish,"East Baton Rouge Parish, Louisiana",2012,444526.0,424230.0,20296.0,4.565762182639486
Louisiana,Iberia Parish,"Iberia Parish, Louisiana",2012,73999.0,70884.0,3115.0,4.20951634481547
Louisiana,Jefferson Parish,"Jefferson Parish, Louisiana",2012,433676.0,388484.0,45192.0,10.420682721663177
Louisiana,Lafayette Parish,"Lafayette Parish, Louisiana",2012,227055.0,218633.0,8422.0,3.709233445640924
Louisiana,Lafourche Parish,"Lafourche Parish, Louisiana",2012,97029.0,94101.0,2928.0,3.0176545156602663
Louisiana,Livingston Parish,"Livingston Parish, Louisiana",2012,131942.0,130457.0,1485.0,1.12549453547771
Louisiana,Orleans Parish,"Orleans Parish, Louisiana",2012,369250.0,348439.0,20811.0,5.636018957345971
Louisiana,Ouachita Parish,"Ouachita Parish, Louisiana",2012,155363.0,152931.0,2432.0,1.5653662712486243
Louisiana,Rapides Parish,"Rapides Parish, Louisiana",2012,132373.0,129897.0,2476.0,1.8704720751210595
Louisiana,St. Landry Parish,"St. Landry Parish, Louisiana",2012,83662.0,82983.0,679.0,0.8115990533336521
Louisiana,St. Tammany Parish,"St. Tammany Parish, Louisiana",2012,239453.0,231433.0,8020.0,3.349300280222006
Louisiana,Tangipahoa Parish,"Tangipahoa Parish, Louisiana",2012,123441.0,121136.0,2305.0,1.8672888262408764
Louisiana,Terrebonne Parish,"Terrebonne Parish, Louisiana",2012,111893.0,107953.0,3940.0,3.5212211666502817
Maine,Androscoggin County,"Androscoggin County, Maine",2012,107609.0,104282.0,3327.0,3.0917488314174464
Maine,Aroostook County,"Aroostook County, Maine",2012,70868.0,67465.0,3403.0,4.801885195010442
Maine,Cumberland County,"Cumberland County, Maine",2012,283921.0,266522.0,17399.0,6.128113101883974
Maine,Kennebec County,"Kennebec County, Maine",2012,121853.0,119355.0,2498.0,2.0500110789229646
Maine,Penobscot County,"Penobscot County, Maine",2012,153746.0,148170.0,5576.0,3.6267610214249477
Maine,York County,"York County, Maine",2012,199005.0,193424.0,5581.0,2.804452149443481
Maryland,Allegany County,"Allegany County, Maryland",2012,74012.0,72752.0,1260.0,1.7024266335188887
Maryland,Anne Arundel County,"Anne Arundel County, Maryland",2012,550488.0,504376.0,46112.0,8.376567699931698
Maryland,Baltimore County,"Baltimore County, Maryland",2012,817455.0,722702.0,94753.0,11.591219088512519
Maryland,Baltimore city,"Baltimore city, Maryland",2012,621342.0,574922.0,46420.0,7.470925834725481
Maryland,Calvert County,"Calvert County, Maryland",2012,89628.0,87587.0,2041.0,2.277190163788102
Maryland,Carroll County,"Carroll County, Maryland",2012,167217.0,161295.0,5922.0,3.5415059473618116
Maryland,Cecil County,"Cecil County, Maryland",2012,101696.0,99012.0,2684.0,2.6392385147891755
Maryland,Charles County,"Charles County, Maryland",2012,150592.0,141760.0,8832.0,5.864853378665534
Maryland,Frederick County,"Frederick County, Maryland",2012,239582.0,217394.0,22188.0,9.261129801070197
Maryland,Harford County,"Harford County, Maryland",2012,248622.0,235542.0,13080.0,5.260998624417791
Maryland,Howard County,"Howard County, Maryland",2012,299430.0,247219.0,52211.0,17.436796580168988
Maryland,Montgomery County,"Montgomery County, Maryland",2012,1004709.0,676390.0,328319.0,32.67801920755164
Maryland,Prince George's County,"Prince George's County, Maryland",2012,881138.0,697645.0,183493.0,20.824547346726618
Maryland,St. Mary's County,"St. Mary's County, Maryland",2012,108987.0,103660.0,5327.0,4.887738904640003
Maryland,Washington County,"Washington County, Maryland",2012,149180.0,142148.0,7032.0,4.713768601689234
Maryland,Wicomico County,"Wicomico County, Maryland",2012,100647.0,92153.0,8494.0,8.439397100758095
Massachusetts,Barnstable County,"Barnstable County, Massachusetts",2012,215423.0,202103.0,13320.0,6.183183782604457
Massachusetts,Berkshire County,"Berkshire County, Massachusetts",2012,130016.0,122189.0,7827.0,6.020028304208712
Massachusetts,Bristol County,"Bristol County, Massachusetts",2012,551082.0,484890.0,66192.0,12.011279628077128
Massachusetts,Essex County,"Essex County, Massachusetts",2012,755618.0,641003.0,114615.0,15.168378731051934
Massachusetts,Franklin County,"Franklin County, Massachusetts",2012,71540.0,67710.0,3830.0,5.353648308638524
Massachusetts,Hampden County,"Hampden County, Massachusetts",2012,465923.0,422379.0,43544.0,9.34575026345555
Massachusetts,Hampshire County,"Hampshire County, Massachusetts",2012,159795.0,146714.0,13081.0,8.186113457867892
Massachusetts,Middlesex County,"Middlesex County, Massachusetts",2012,1537215.0,1246265.0,290950.0,18.927085671165063
Massachusetts,Norfolk County,"Norfolk County, Massachusetts",2012,681845.0,573196.0,108649.0,15.93455990731031
Massachusetts,Plymouth County,"Plymouth County, Massachusetts",2012,499759.0,459519.0,40240.0,8.051881006645203
Massachusetts,Suffolk County,"Suffolk County, Massachusetts",2012,744426.0,543114.0,201312.0,27.042580457963584
Massachusetts,Worcester County,"Worcester County, Massachusetts",2012,806163.0,716782.0,89381.0,11.087211891391691
Michigan,Allegan County,"Allegan County, Michigan",2012,112039.0,109120.0,2919.0,2.6053427824239774
Michigan,Bay County,"Bay County, Michigan",2012,106935.0,105725.0,1210.0,1.1315284986206575
Michigan,Berrien County,"Berrien County, Michigan",2012,156067.0,145182.0,10885.0,6.974568614761608
Michigan,Calhoun County,"Calhoun County, Michigan",2012,135099.0,129743.0,5356.0,3.9645001073286994
Michigan,Clinton County,"Clinton County, Michigan",2012,76001.0,74208.0,1793.0,2.3591794844804674
Michigan,Eaton County,"Eaton County, Michigan",2012,108008.0,104870.0,3138.0,2.905340345159618
Michigan,Genesee County,"Genesee County, Michigan",2012,418408.0,407589.0,10819.0,2.5857536184776584
Michigan,Grand Traverse County,"Grand Traverse County, Michigan",2012,89112.0,87345.0,1767.0,1.9828979262052249
Michigan,Ingham County,"Ingham County, Michigan",2012,281723.0,259830.0,21893.0,7.771108500193452
Michigan,Isabella County,"Isabella County, Michigan",2012,70617.0,68964.0,1653.0,2.3407961255788265
Michigan,Jackson County,"Jackson County, Michigan",2012,160309.0,158200.0,2109.0,1.3155842778633764
Michigan,Kalamazoo County,"Kalamazoo County, Michigan",2012,254580.0,242820.0,11760.0,4.61937308508131
Michigan,Kent County,"Kent County, Michigan",2012,614462.0,567145.0,47317.0,7.700557560923214
Michigan,Lapeer County,"Lapeer County, Michigan",2012,88173.0,85085.0,3088.0,3.5022058906921623
Michigan,Lenawee County,"Lenawee County, Michigan",2012,98987.0,97418.0,1569.0,1.5850566235970378
Michigan,Livingston County,"Livingston County, Michigan",2012,182838.0,178140.0,4698.0,2.5694877432481213
Michigan,Macomb County,"Macomb County, Michigan",2012,847383.0,760818.0,86565.0,10.215569583057484
Michigan,Marquette County,"Marquette County, Michigan",2012,67906.0,67000.0,906.0,1.3341972727004978
Michigan,Midland County,"Midland County, Michigan",2012,83822.0,80331.0,3491.0,4.164777743313211
Michigan,Monroe County,"Monroe County, Michigan",2012,151048.0,147760.0,3288.0,2.1767914835019333
Michigan,Muskegon County,"Muskegon County, Michigan",2012,170182.0,167462.0,2720.0,1.5982888907169972
Michigan,Oakland County,"Oakland County, Michigan",2012,1220657.0,1075693.0,144964.0,11.875899617992605
Michigan,Ottawa County,"Ottawa County, Michigan",2012,269099.0,252740.0,16359.0,6.079175322093356
Michigan,Saginaw County,"Saginaw County, Michigan",2012,198353.0,193519.0,4834.0,2.4370692654005737
Michigan,Shiawassee County,"Shiawassee County, Michigan",2012,69232.0,68302.0,930.0,1.343309452276404
Michigan,St. Clair County,"St. Clair County, Michigan",2012,160644.0,156756.0,3888.0,2.4202584596997085
Michigan,Van Buren County,"Van Buren County, Michigan",2012,75454.0,71350.0,4104.0,5.43907546319612
Michigan,Washtenaw County,"Washtenaw County, Michigan",2012,350946.0,312415.0,38531.0,10.979181982413248
Michigan,Wayne County,"Wayne County, Michigan",2012,1792365.0,1652831.0,139534.0,7.784909881636831
Minnesota,Anoka County,"Anoka County, Minnesota",2012,336414.0,313254.0,23160.0,6.884374609855713
Minnesota,Blue Earth County,"Blue Earth County, Minnesota",2012,65091.0,62598.0,2493.0,3.830022583767341
Minnesota,Carver County,"Carver County, Minnesota",2012,93707.0,88573.0,5134.0,5.478779600243311
Minnesota,Dakota County,"Dakota County, Minnesota",2012,405088.0,370921.0,34167.0,8.434463622719015
Minnesota,Hennepin County,"Hennepin County, Minnesota",2012,1184576.0,1035786.0,148790.0,12.560612404776055
Minnesota,Olmsted County,"Olmsted County, Minnesota",2012,147066.0,130961.0,16105.0,10.95086559775883
Minnesota,Ramsey County,"Ramsey County, Minnesota",2012,520152.0,445893.0,74259.0,14.276403820421724
Minnesota,Scott County,"Scott County, Minnesota",2012,135152.0,123893.0,11259.0,8.330620338581745
Minnesota,Sherburne County,"Sherburne County, Minnesota",2012,89455.0,87406.0,2049.0,2.290537141579565
Minnesota,St. Louis County,"St. Louis County, Minnesota",2012,200319.0,196871.0,3448.0,1.7212545989147308
Minnesota,Stearns County,"Stearns County, Minnesota",2012,151606.0,146123.0,5483.0,3.616611479756738
Minnesota,Washington County,"Washington County, Minnesota",2012,244088.0,229908.0,14180.0,5.809380223525942
Minnesota,Wright County,"Wright County, Minnesota",2012,127336.0,124465.0,2871.0,2.2546648237733242
Mississippi,DeSoto County,"DeSoto County, Mississippi",2012,166234.0,161470.0,4764.0,2.865839719912894
Mississippi,Forrest County,"Forrest County, Mississippi",2012,76894.0,74022.0,2872.0,3.7350118344734313
Mississippi,Harrison County,"Harrison County, Mississippi",2012,194029.0,187510.0,6519.0,3.3598070391539405
Mississippi,Hinds County,"Hinds County, Mississippi",2012,248643.0,242795.0,5848.0,2.3519664740209856
Mississippi,Jackson County,"Jackson County, Mississippi",2012,140298.0,135456.0,4842.0,3.451225249112603
Mississippi,Jones County,"Jones County, Mississippi",2012,68641.0,66771.0,1870.0,2.7243192843927098
Mississippi,Lauderdale County,"Lauderdale County, Mississippi",2012,80220.0,79313.0,907.0,1.130640737970581
Mississippi,Lee County,"Lee County, Mississippi",2012,85042.0,82905.0,2137.0,2.5128759906869544
Mississippi,Madison County,"Madison County, Mississippi",2012,98468.0,95619.0,2849.0,2.8933257504976235
Mississippi,Rankin County,"Rankin County, Mississippi",2012,145165.0,143210.0,1955.0,1.3467433610029966
Missouri,Boone County,"Boone County, Missouri",2012,168535.0,158261.0,10274.0,6.096063132287062
Missouri,Buchanan County,"Buchanan County, Missouri",2012,89706.0,86227.0,3479.0,3.8782244220007582
Missouri,Cape Girardeau County,"Cape Girardeau County, Missouri",2012,76950.0,75016.0,1934.0,2.5133203378817415
Missouri,Cass County,"Cass County, Missouri",2012,100376.0,98007.0,2369.0,2.360125926516299
Missouri,Christian County,"Christian County, Missouri",2012,79824.0,78367.0,1457.0,1.825265584285428
Missouri,Clay County,"Clay County, Missouri",2012,227577.0,217612.0,9965.0,4.378737745905782
Missouri,Cole County,"Cole County, Missouri",2012,76363.0,74532.0,1831.0,2.3977580765554
Missouri,Franklin County,"Franklin County, Missouri",2012,101412.0,100394.0,1018.0,1.003825977201909
Missouri,Greene County,"Greene County, Missouri",2012,280626.0,271680.0,8946.0,3.187872827179235
Missouri,Jackson County,"Jackson County, Missouri",2012,677377.0,642530.0,34847.0,5.14440260002923
Missouri,Jasper County,"Jasper County, Missouri",2012,115258.0,110808.0,4450.0,3.860903364625449
